,<built-in function id>,hits
1497,34955,1.0
1498,34956,1.0
1499,34957,1.0
1500,34958,0.0
1501,34959,1.0
1502,34960,1.0
1503,34961,0.0
1504,34962,0.0
1505,34963,1.0
1506,34964,0.0
1507,34965,0.0
1508,34966,0.0
1509,34967,0.0
1510,34968,0.0
1511,34969,1.0
1512,34970,0.0
1513,34971,0.0
1514,34972,0.0
1515,34973,0.0
1516,34974,1.0
1517,34975,1.0
1518,34976,0.0
1519,34977,1.0
1520,34978,1.0
1521,34979,1.0
1522,34980,0.0
1523,34981,0.0
1524,34982,1.0
1525,34983,0.0
1526,34984,0.0
1527,34985,1.0
1528,34986,0.0
1529,34987,1.0
1530,34988,1.0
1531,34989,0.0
1532,34990,0.0
1533,34991,1.0
1534,34992,1.0
1535,34993,0.0
1536,34994,0.0
1537,34995,0.0
1538,34996,0.0
1539,34997,0.0
1540,34998,0.0
1541,34999,0.0
1542,35000,0.0
1543,35001,0.0
1544,35002,0.0
1545,35003,0.0
1546,35004,0.0
1547,35005,0.0
1548,35006,1.0
1549,35007,0.0
1550,35008,0.0
1551,35009,0.0
1552,35010,1.0
1553,35011,0.0
1554,35012,0.0
1555,35013,0.0
1556,35014,1.0
1557,35015,0.0
1558,35016,0.0
1559,35017,0.0
1560,35018,0.0
1561,35019,1.0
1562,35020,1.0
1563,35021,1.0
1564,35022,1.0
1565,35023,1.0
1566,35024,0.0
1567,35025,1.0
1568,35026,1.0
1569,35027,1.0
1570,35028,0.0
1571,35029,1.0
1572,35030,1.0
1573,35031,0.0
1574,35032,1.0
1575,35033,1.0
1576,35034,1.0
1577,35035,1.0
1578,35036,1.0
1579,35037,1.0
1580,35038,0.0
1581,35039,1.0
1582,35040,1.0
1583,35041,1.0
1584,35042,1.0
1585,35043,1.0
1586,35044,1.0
1587,35045,1.0
1588,35046,1.0
1589,35047,1.0
1590,35048,0.0
1591,35049,1.0
1592,35050,0.0
1593,35051,1.0
1594,35052,1.0
1595,35053,1.0
1596,35054,1.0
1597,35055,0.0
1598,35056,1.0
1599,35057,0.0
1600,35058,1.0
1601,35059,1.0
1602,35060,0.0
1603,35061,1.0
1604,35062,1.0
1605,35063,0.0
1606,35064,0.0
1607,35065,1.0
1608,35066,0.0
1609,35067,1.0
1610,35068,1.0
1611,35069,0.0
1612,35070,0.0
1613,35071,0.0
1614,35072,1.0
1615,35073,1.0
1616,35074,1.0
1617,35075,0.0
1618,35076,1.0
1619,35077,0.0
1620,35078,1.0
1621,35079,0.0
1622,35080,1.0
1623,35081,0.0
1624,35082,0.0
1625,35083,0.0
1626,35084,1.0
1627,35085,0.0
1628,35086,1.0
1629,35087,1.0
1630,35088,1.0
1631,35089,1.0
1632,35090,1.0
1633,35091,1.0
1634,35092,1.0
1635,35093,1.0
1636,35094,1.0
1637,35095,0.0
1638,35096,1.0
1639,35097,0.0
1640,35098,1.0
1641,35099,1.0
1642,35100,1.0
1643,35101,0.0
1644,35102,0.0
1645,35103,0.0
1646,35104,1.0
1647,35105,1.0
1648,35106,1.0
1649,35107,1.0
1650,35108,1.0
1651,35109,1.0
1652,35110,0.0
1653,35111,1.0
1654,35112,1.0
1655,35113,1.0
1656,35114,0.0
1657,35115,1.0
1658,35116,1.0
1659,35117,1.0
1660,35118,0.0
1661,35119,0.0
1662,35120,0.0
1663,35121,0.0
1664,35122,1.0
1665,35123,0.0
1666,35124,0.0
1667,35125,1.0
1668,35126,1.0
1669,35127,1.0
1670,35128,1.0
1671,35129,1.0
1672,35130,0.0
1673,35131,0.0
1674,35132,1.0
1675,35133,1.0
1676,35134,1.0
1677,35135,0.0
1678,35136,1.0
1679,35137,1.0
1680,35138,1.0
1681,35139,1.0
1682,35140,1.0
1683,35141,0.0
1684,35142,1.0
1685,35143,1.0
1686,35144,1.0
1687,35145,0.0
1688,35146,1.0
1689,35147,0.0
1690,35148,1.0
1691,35149,1.0
1692,35150,1.0
1693,35151,1.0
1694,35152,0.0
1695,35153,1.0
1696,35154,1.0
1697,35155,1.0
1698,35156,1.0
1699,35157,1.0
1700,35158,1.0
1701,35159,0.0
1702,35160,1.0
1703,35161,1.0
1704,35162,1.0
1705,35163,1.0
1706,35164,1.0
1707,35165,0.0
1708,35166,1.0
1709,35167,0.0
1710,35168,1.0
1711,35169,1.0
1712,35170,0.0
1713,35171,0.0
1714,35172,0.0
1715,35173,1.0
1716,35174,1.0
1717,35175,0.0
1718,35176,1.0
1719,35177,1.0
1720,35178,1.0
1721,35179,1.0
1722,35180,1.0
1723,35181,1.0
1724,35182,1.0
1725,35183,1.0
1726,35184,1.0
1727,35185,1.0
1728,35186,1.0
1729,35187,1.0
1730,35188,1.0
1731,35189,0.0
1732,35190,1.0
1733,35191,1.0
1734,35192,1.0
1735,35193,1.0
1736,35194,1.0
1737,35195,0.0
1738,35196,1.0
1739,35197,1.0
1740,35198,1.0
1741,35199,1.0
1742,35200,1.0
1743,35201,1.0
1744,35202,1.0
1745,35203,0.0
1746,35204,1.0
1747,35205,1.0
1748,35206,1.0
1749,35207,0.0
1750,35208,0.0
1751,35209,0.0
1752,35210,0.0
1753,35211,1.0
1754,35212,1.0
1755,35213,1.0
1756,35214,0.0
1757,35215,1.0
1758,35216,1.0
1759,35217,1.0
1760,35218,1.0
1761,35219,1.0
1762,35220,1.0
1763,35221,1.0
1764,35222,1.0
1765,35223,0.0
1766,35224,1.0
1767,35225,1.0
1768,35226,1.0
1769,35227,1.0
1770,35228,1.0
1771,35229,0.0
1772,35230,1.0
1773,35231,1.0
1774,35232,1.0
1775,35233,1.0
1776,35234,1.0
1777,35235,1.0
1778,35236,1.0
1779,35237,1.0
1780,35238,0.0
1781,35239,1.0
1782,35240,0.0
1783,35241,1.0
1784,35242,1.0
1785,35243,0.0
1786,35244,1.0
1787,35245,1.0
1788,35246,1.0
1789,35247,1.0
1790,35248,1.0
1791,35249,1.0
1792,35250,1.0
1793,35251,0.0
1794,35252,1.0
1795,35253,1.0
1796,35254,0.0
1797,35255,1.0
1798,35256,1.0
1799,35257,1.0
1800,35258,1.0
1801,35259,1.0
1802,35260,1.0
1803,35261,1.0
1804,35262,0.0
1805,35263,1.0
1806,35264,0.0
1807,35265,1.0
1808,35266,1.0
1809,35267,1.0
1810,35268,1.0
1811,35269,0.0
1812,35270,0.0
1813,35271,0.0
1814,35272,1.0
1815,35273,0.0
1816,35274,0.0
1817,35275,1.0
1818,35276,1.0
1819,35277,1.0
1820,35278,1.0
1821,35279,1.0
1822,35280,0.0
1823,35281,1.0
1824,35282,0.0
1825,35283,1.0
1826,35284,1.0
1827,35285,1.0
1828,35286,1.0
1829,35287,0.0
1830,35288,0.0
1831,35289,1.0
1832,35290,0.0
1833,35291,1.0
1834,35292,1.0
1835,35293,1.0
1836,35294,0.0
1837,35295,1.0
1838,35296,0.0
1839,35297,1.0
1840,35298,0.0
1841,35299,0.0
1842,35300,1.0
1843,35301,1.0
1844,35302,1.0
1845,35303,1.0
1846,35304,0.0
1847,35305,1.0
1848,35306,1.0
1849,35307,1.0
1850,35308,0.0
1851,35309,1.0
1852,35310,1.0
1853,35311,1.0
1854,35312,0.0
1855,35313,1.0
1856,35314,1.0
1857,35315,1.0
1858,35316,1.0
1859,35317,1.0
1860,35318,1.0
1861,35319,1.0
1862,35320,1.0
1863,35321,0.0
1864,35322,1.0
1865,35323,1.0
1866,35324,1.0
1867,35325,1.0
1868,35326,1.0
1869,35327,1.0
1870,35328,1.0
1871,35329,0.0
1872,35330,1.0
1873,35331,1.0
1874,35332,1.0
1875,35333,0.0
1876,35334,1.0
1877,35335,1.0
1878,35336,1.0
1879,35337,1.0
1880,35338,0.0
1881,35339,1.0
1882,35340,1.0
1883,35341,1.0
1884,35342,1.0
1885,35343,0.0
1886,35344,1.0
1887,35345,0.0
1888,35346,1.0
1889,35347,1.0
1890,35348,1.0
1891,35349,1.0
1892,35350,1.0
1893,35351,1.0
1894,35352,0.0
1895,35353,1.0
1896,35354,1.0
1897,35355,1.0
1898,35356,1.0
1899,35357,1.0
1900,35358,1.0
1901,35359,1.0
1902,35360,1.0
1903,35361,1.0
1904,35362,1.0
1905,35363,0.0
1906,35364,1.0
1907,35365,1.0
1908,35366,0.0
1909,35367,1.0
1910,35368,1.0
1911,35369,1.0
1912,35370,1.0
1913,35371,1.0
1914,35372,1.0
1915,35373,1.0
1916,35374,0.0
1917,35375,1.0
1918,35376,1.0
1919,35377,1.0
1920,35378,0.0
1921,35379,1.0
1922,35380,1.0
1923,35381,0.0
1924,35382,0.0
1925,35383,1.0
1926,35384,1.0
1927,35385,1.0
1928,35386,1.0
1929,35387,1.0
1930,35388,1.0
1931,35389,1.0
1932,35390,1.0
1933,35391,1.0
1934,35392,1.0
1935,35393,1.0
1936,35394,1.0
1937,35395,1.0
1938,35396,1.0
1939,35397,1.0
1940,35398,1.0
1941,35399,1.0
1942,35400,1.0
1943,35401,0.0
1944,35402,1.0
1945,35403,1.0
1946,35404,1.0
1947,35405,1.0
1948,35406,1.0
1949,35407,1.0
1950,35408,1.0
1951,35409,0.0
1952,35410,0.0
1953,35411,1.0
1954,35412,1.0
1955,35413,1.0
1956,35414,1.0
1957,35415,1.0
1958,35416,1.0
1959,35417,1.0
1960,35418,1.0
1961,35419,1.0
1962,35420,0.0
1963,35421,1.0
1964,35422,1.0
1965,35423,1.0
1966,35424,0.0
1967,35425,1.0
1968,35426,0.0
1969,35427,1.0
1970,35428,0.0
1971,35429,0.0
1972,35430,1.0
1973,35431,1.0
1974,35432,0.0
1975,35433,1.0
1976,35434,0.0
1977,35435,1.0
1978,35436,1.0
1979,35437,1.0
1980,35438,1.0
1981,35439,1.0
1982,35440,1.0
1983,35441,1.0
1984,35442,1.0
1985,35443,1.0
1986,35444,1.0
1987,35445,1.0
1988,35446,1.0
1989,35447,1.0
1990,35448,0.0
1991,35449,1.0
1992,35450,1.0
1993,35451,1.0
1994,35452,1.0
1995,35453,1.0
1996,35454,1.0
1997,35455,1.0
1998,35456,1.0
1999,35457,1.0
2000,35458,1.0
2001,35459,1.0
2002,35460,1.0
2003,35461,0.0
2004,35462,1.0
2005,35463,1.0
2006,35464,1.0
2007,35465,1.0
2008,35466,1.0
2009,35467,1.0
2010,35468,1.0
2011,35469,1.0
2012,35470,1.0
2013,35471,1.0
2014,35472,1.0
2015,35473,1.0
2016,35474,0.0
2017,35475,1.0
2018,35476,1.0
2019,35477,1.0
2020,35478,1.0
2021,35479,1.0
2022,35480,1.0
2023,35481,1.0
2024,35482,1.0
2025,35483,1.0
2026,35484,1.0
2027,35485,0.0
2028,35486,1.0
2029,35487,0.0
2030,35488,1.0
2031,35489,1.0
2032,35490,1.0
2033,35491,1.0
2034,35492,1.0
2035,35493,1.0
2036,35494,1.0
2037,35495,0.0
2038,35496,1.0
2039,35497,1.0
2040,35498,1.0
2041,35499,1.0
2042,35500,1.0
2043,35501,1.0
2044,35502,1.0
2045,35503,0.0
2046,35504,0.0
2047,35505,0.0
2048,35506,1.0
2049,35507,1.0
2050,35508,1.0
2051,35509,1.0
2052,35510,0.0
2053,35511,1.0
2054,35512,1.0
2055,35513,1.0
2056,35514,1.0
2057,35515,1.0
2058,35516,0.0
2059,35517,1.0
2060,35518,1.0
2061,35519,1.0
2062,35520,1.0
2063,35521,1.0
2064,35522,1.0
2065,35523,1.0
2066,35524,0.0
2067,35525,0.0
2068,35526,1.0
2069,35527,1.0
2070,35528,1.0
2071,35529,1.0
2072,35530,0.0
2073,35531,1.0
2074,35532,1.0
2075,35533,0.0
2076,35534,1.0
2077,35535,1.0
2078,35536,1.0
2079,35537,1.0
2080,35538,1.0
2081,35539,1.0
2082,35540,1.0
2083,35541,1.0
2084,35542,0.0
2085,35543,1.0
2086,35544,1.0
2087,35545,1.0
2088,35546,0.0
2089,35547,0.0
2090,35548,0.0
2091,35549,0.0
2092,35550,1.0
2093,35551,0.0
2094,35552,1.0
2095,35553,0.0
2096,35554,0.0
2097,35555,1.0
2098,35556,0.0
2099,35557,1.0
2100,35558,1.0
2101,35559,1.0
2102,35560,1.0
2103,35561,1.0
2104,35562,1.0
2105,35563,1.0
2106,35564,1.0
2107,35565,1.0
2108,35566,1.0
2109,35567,0.0
2110,35568,1.0
2111,35569,1.0
2112,35570,1.0
2113,35571,1.0
2114,35572,1.0
2115,35573,1.0
2116,35574,1.0
2117,35575,0.0
2118,35576,1.0
2119,35577,1.0
2120,35578,1.0
2121,35579,1.0
2122,35580,1.0
2123,35581,1.0
2124,35582,1.0
2125,35583,0.0
2126,35584,0.0
2127,35585,1.0
2128,35586,1.0
2129,35587,0.0
2130,35588,1.0
2131,35589,1.0
2132,35590,0.0
2133,35591,1.0
2134,35592,0.0
2135,35593,0.0
2136,35594,1.0
2137,35595,1.0
2138,35596,1.0
2139,35597,0.0
2140,35598,1.0
2141,35599,1.0
2142,35600,1.0
2143,35601,0.0
2144,35602,1.0
2145,35603,1.0
2146,35604,1.0
2147,35605,1.0
2148,35606,1.0
2149,35607,0.0
2150,35608,0.0
2151,35609,1.0
2152,35610,1.0
2153,35611,0.0
2154,35612,1.0
2155,35613,1.0
2156,35614,1.0
2157,35615,1.0
2158,35616,1.0
2159,35617,0.0
2160,35618,1.0
2161,35619,0.0
2162,35620,1.0
2163,35621,1.0
2164,35622,1.0
2165,35623,0.0
2166,35624,1.0
2167,35625,1.0
2168,35626,1.0
2169,35627,1.0
2170,35628,0.0
2171,35629,1.0
2172,35630,1.0
2173,35631,1.0
2174,35632,1.0
2175,35633,1.0
2176,35634,1.0
2177,35635,1.0
2178,35636,1.0
2179,35637,1.0
2180,35638,1.0
2181,35639,0.0
2182,35640,1.0
2183,35641,1.0
2184,35642,0.0
2185,35643,1.0
2186,35644,1.0
2187,35645,1.0
2188,35646,1.0
2189,35647,0.0
2190,35648,1.0
2191,35649,1.0
2192,35650,1.0
2193,35651,1.0
2194,35652,0.0
2195,35653,1.0
2196,35654,1.0
2197,35655,1.0
2198,35656,1.0
2199,35657,0.0
2200,35658,1.0
2201,35659,1.0
2202,35660,0.0
2203,35661,1.0
2204,35662,0.0
2205,35663,0.0
2206,35664,0.0
2207,35665,1.0
2208,35666,1.0
2209,35667,0.0
2210,35668,1.0
2211,35669,1.0
2212,35670,0.0
2213,35671,1.0
2214,35672,1.0
2215,35673,1.0
2216,35674,1.0
2217,35675,0.0
2218,35676,1.0
2219,35677,1.0
2220,35678,1.0
2221,35679,1.0
2222,35680,1.0
2223,35681,0.0
2224,35682,1.0
2225,35683,1.0
2226,35684,1.0
2227,35685,1.0
2228,35686,1.0
2229,35687,1.0
2230,35688,1.0
2231,35689,1.0
2232,35690,1.0
2233,35691,1.0
2234,35692,1.0
2235,35693,1.0
2236,35694,1.0
2237,35695,1.0
2238,35696,1.0
2239,35697,1.0
2240,35698,1.0
2241,35699,1.0
2242,35700,1.0
2243,35701,1.0
2244,35702,1.0
2245,35703,1.0
2246,35704,1.0
2247,35705,1.0
2248,35706,0.0
2249,35707,1.0
2250,35708,0.0
2251,35709,1.0
2252,35710,1.0
2253,35711,1.0
2254,35712,1.0
2255,35713,1.0
2256,35714,1.0
2257,35715,1.0
2258,35716,0.0
2259,35717,1.0
2260,35718,0.0
2261,35719,1.0
2262,35720,1.0
2263,35721,1.0
2264,35722,1.0
2265,35723,0.0
2266,35724,1.0
2267,35725,0.0
2268,35726,1.0
2269,35727,1.0
2270,35728,1.0
2271,35729,0.0
2272,35730,0.0
2273,35731,0.0
2274,35732,0.0
2275,35733,0.0
2276,35734,0.0
2277,35735,0.0
2278,35736,1.0
2279,35737,0.0
2280,35738,1.0
2281,35739,0.0
2282,35740,0.0
2283,35741,1.0
2284,35742,0.0
2285,35743,0.0
2286,35744,0.0
2287,35745,0.0
2288,35746,0.0
2289,35747,1.0
2290,35748,0.0
2291,35749,1.0
2292,35750,0.0
2293,35751,1.0
2294,35752,0.0
2295,35753,1.0
2296,35754,0.0
2297,35755,0.0
2298,35756,1.0
2299,35757,0.0
2300,35758,0.0
2301,35759,0.0
2302,35760,0.0
2303,35761,0.0
2304,35762,0.0
2305,35763,1.0
2306,35764,0.0
2307,35765,1.0
2308,35766,0.0
2309,35767,1.0
2310,35768,1.0
2311,35769,0.0
2312,35770,0.0
2313,35771,0.0
2314,35772,0.0
2315,35773,0.0
2316,35774,0.0
2317,35775,1.0
2318,35776,0.0
2319,35777,0.0
2320,35778,1.0
2321,35779,1.0
2322,35780,0.0
2323,35781,0.0
2324,35782,0.0
2325,35783,0.0
2326,35784,1.0
2327,35785,0.0
2328,35786,0.0
2329,35787,0.0
2330,35788,0.0
2331,35789,0.0
2332,35790,0.0
2333,35791,1.0
2334,35792,0.0
2335,35793,0.0
2336,35794,0.0
2337,35795,0.0
2338,35796,1.0
2339,35797,0.0
2340,35798,1.0
2341,35799,1.0
2342,35800,0.0
2343,35801,0.0
2344,35802,0.0
2345,35803,0.0
2346,35804,0.0
2347,35805,0.0
2348,35806,0.0
2349,35807,0.0
2350,35808,0.0
2351,35809,1.0
2352,35810,0.0
2353,35811,0.0
2354,35812,0.0
2355,35813,0.0
2356,35814,1.0
2357,35815,1.0
2358,35816,0.0
2359,35817,1.0
2360,35818,0.0
2361,35819,0.0
2362,35820,0.0
2363,35821,1.0
2364,35822,0.0
2365,35823,0.0
2366,35824,0.0
2367,35825,0.0
2368,35826,0.0
2369,35827,0.0
2370,35828,0.0
2371,35829,0.0
2372,35830,0.0
2373,35831,1.0
2374,35832,0.0
2375,35833,0.0
2376,35834,0.0
2377,35835,1.0
2378,35836,0.0
2379,35837,1.0
2380,35838,0.0
2381,35839,0.0
2382,35840,0.0
2383,35841,0.0
2384,35842,0.0
2385,35843,0.0
2386,35844,1.0
2387,35845,0.0
2388,35846,0.0
2389,35847,0.0
2390,35848,0.0
2391,35849,0.0
2392,35850,0.0
2393,35851,0.0
2394,35852,0.0
2395,35853,1.0
2396,35854,0.0
2397,35855,0.0
2398,35856,1.0
2399,35857,1.0
2400,35858,0.0
2401,35859,0.0
2402,35860,1.0
2403,35861,0.0
2404,35862,1.0
2405,35863,0.0
2406,35864,0.0
2407,35865,0.0
2408,35866,0.0
2409,35867,1.0
2410,35868,0.0
2411,35869,1.0
2412,35870,0.0
2413,35871,0.0
2414,35872,0.0
2415,35873,0.0
2416,35874,1.0
2417,35875,0.0
2418,35876,0.0
2419,35877,0.0
2420,35878,1.0
2421,35879,1.0
2422,35880,0.0
2423,35881,1.0
2424,35882,0.0
2425,35883,0.0
2426,35884,0.0
2427,35885,1.0
2428,35886,1.0
2429,35887,0.0
2430,35888,0.0
2431,35889,0.0
2432,35890,0.0
2433,35891,0.0
2434,35892,0.0
2435,35893,0.0
2436,35894,0.0
2437,35895,0.0
2438,35896,0.0
2439,35897,1.0
2440,35898,0.0
2441,35899,0.0
2442,35900,0.0
2443,35901,1.0
2444,35902,0.0
2445,35903,0.0
2446,35904,0.0
2447,35905,0.0
2448,35906,1.0
2449,35907,0.0
2450,35908,0.0
2451,35909,0.0
2452,35910,0.0
2453,35911,0.0
2454,35912,0.0
2455,35913,1.0
2456,35914,0.0
2457,35915,1.0
2458,35916,1.0
2459,35917,1.0
2460,35918,0.0
2461,35919,1.0
2462,35920,0.0
2463,35921,1.0
2464,35922,1.0
2465,35923,0.0
2466,35924,0.0
2467,35925,0.0
2468,35926,1.0
2469,35927,1.0
2470,35928,0.0
2471,35929,0.0
2472,35930,0.0
2473,35931,1.0
2474,35932,0.0
2475,35933,1.0
2476,35934,1.0
2477,35935,1.0
2478,35936,0.0
2479,35937,0.0
2480,35938,0.0
2481,35939,0.0
2482,35940,0.0
2483,35941,1.0
2484,35942,1.0
2485,35943,0.0
2486,35944,0.0
2487,35945,0.0
2488,35946,0.0
2489,35947,0.0
2490,35948,1.0
2491,35949,0.0
2492,35950,0.0
2493,35951,1.0
2494,35952,0.0
2495,35953,0.0
2496,35954,0.0
2497,35955,0.0
2498,35956,1.0
2499,35957,0.0
2500,35958,0.0
2501,35959,0.0
2502,35960,0.0
2503,35961,0.0
2504,35962,0.0
2505,35963,0.0
2506,35964,1.0
2507,35965,0.0
2508,35966,0.0
2509,35967,1.0
2510,35968,1.0
2511,35969,0.0
2512,35970,0.0
2513,35971,0.0
2514,35972,0.0
2515,35973,1.0
2516,35974,0.0
2517,35975,1.0
2518,35976,1.0
2519,35977,0.0
2520,35978,0.0
2521,35979,0.0
2522,35980,1.0
2523,35981,0.0
2524,35982,1.0
2525,35983,1.0
2526,35984,0.0
2527,35985,0.0
2528,35986,1.0
2529,35987,1.0
2530,35988,1.0
2531,35989,1.0
2532,35990,0.0
2533,35991,0.0
2534,35992,1.0
2535,35993,0.0
2536,35994,0.0
2537,35995,0.0
2538,35996,0.0
2539,35997,0.0
2540,35998,0.0
2541,35999,0.0
2542,36000,1.0
2543,36001,0.0
2544,36002,0.0
2545,36003,0.0
2546,36004,1.0
2547,36005,0.0
2548,36006,0.0
2549,36007,0.0
2550,36008,0.0
2551,36009,0.0
2552,36010,0.0
2553,36011,0.0
2554,36012,0.0
2555,36013,1.0
2556,36014,0.0
2557,36015,1.0
2558,36016,0.0
2559,36017,0.0
2560,36018,0.0
2561,36019,0.0
2562,36020,0.0
2563,36021,0.0
2564,36022,0.0
2565,36023,1.0
2566,36024,0.0
2567,36025,0.0
2568,36026,0.0
2569,36027,0.0
2570,36028,0.0
2571,36029,0.0
2572,36030,1.0
2573,36031,1.0
2574,36032,1.0
2575,36033,0.0
2576,36034,0.0
2577,36035,0.0
2578,36036,0.0
2579,36037,0.0
2580,36038,0.0
2581,36039,0.0
2582,36040,1.0
2583,36041,0.0
2584,36042,1.0
2585,36043,0.0
2586,36044,0.0
2587,36045,0.0
2588,36046,0.0
2589,36047,0.0
2590,36048,1.0
2591,36049,0.0
2592,36050,0.0
2593,36051,0.0
2594,36052,1.0
2595,36053,1.0
2596,36054,0.0
2597,36055,0.0
2598,36056,0.0
2599,36057,0.0
2600,36058,0.0
2601,36059,0.0
2602,36060,1.0
2603,36061,0.0
2604,36062,0.0
2605,36063,0.0
2606,36064,0.0
2607,36065,0.0
2608,36066,0.0
2609,36067,0.0
2610,36068,0.0
2611,36069,0.0
2612,36070,0.0
2613,36071,1.0
2614,36072,0.0
2615,36073,0.0
2616,36074,0.0
2617,36075,1.0
2618,36076,1.0
2619,36077,1.0
2620,36078,0.0
2621,36079,0.0
2622,36080,0.0
2623,36081,0.0
2624,36082,0.0
2625,36083,0.0
2626,36084,1.0
2627,36085,0.0
2628,36086,0.0
2629,36087,0.0
2630,36088,0.0
2631,36089,0.0
2632,36090,0.0
2633,36091,0.0
2634,36092,0.0
2635,36093,0.0
2636,36094,0.0
2637,36095,0.0
2638,36096,1.0
2639,36097,0.0
2640,36098,0.0
2641,36099,0.0
2642,36100,0.0
2643,36101,0.0
2644,36102,0.0
2645,36103,1.0
2646,36104,0.0
2647,36105,0.0
2648,36106,1.0
2649,36107,0.0
2650,36108,1.0
2651,36109,0.0
2652,36110,1.0
2653,36111,0.0
2654,36112,0.0
2655,36113,1.0
2656,36114,1.0
2657,36115,1.0
2658,36116,0.0
2659,36117,0.0
2660,36118,1.0
2661,36119,0.0
2662,36120,0.0
2663,36121,0.0
2664,36122,0.0
2665,36123,0.0
2666,36124,0.0
2667,36125,0.0
2668,36126,0.0
2669,36127,0.0
2670,36128,0.0
2671,36129,1.0
2672,36130,1.0
2673,36131,0.0
2674,36132,0.0
2675,36133,0.0
2676,36134,1.0
2677,36135,0.0
2678,36136,0.0
2679,36137,1.0
2680,36138,0.0
2681,36139,1.0
2682,36140,0.0
2683,36141,0.0
2684,36142,1.0
2685,36143,0.0
2686,36144,0.0
2687,36145,0.0
2688,36146,1.0
2689,36147,1.0
2690,36148,0.0
2691,36149,0.0
2692,36150,0.0
2693,36151,0.0
2694,36152,0.0
2695,36153,0.0
2696,36154,1.0
2697,36155,0.0
2698,36156,1.0
2699,36157,1.0
2700,36158,1.0
2701,36159,0.0
2702,36160,0.0
2703,36161,1.0
2704,36162,1.0
2705,36163,0.0
2706,36164,0.0
2707,36165,0.0
2708,36166,0.0
2709,36167,1.0
2710,36168,0.0
2711,36169,0.0
2712,36170,0.0
2713,36171,1.0
2714,36172,0.0
2715,36173,0.0
2716,36174,0.0
2717,36175,1.0
2718,36176,0.0
2719,36177,0.0
2720,36178,0.0
2721,36179,0.0
2722,36180,0.0
2723,36181,0.0
2724,36182,1.0
2725,36183,0.0
2726,36184,1.0
2727,36185,0.0
2728,36186,0.0
2729,36187,0.0
2730,36188,0.0
2731,36189,1.0
2732,36190,0.0
2733,36191,0.0
2734,36192,1.0
2735,36193,0.0
2736,36194,0.0
2737,36195,0.0
2738,36196,0.0
2739,36197,1.0
2740,36198,1.0
2741,36199,1.0
2742,36200,0.0
2743,36201,1.0
2744,36202,0.0
2745,36203,0.0
2746,36204,1.0
2747,36205,0.0
2748,36206,1.0
2749,36207,0.0
2750,36208,0.0
2751,36209,1.0
2752,36210,0.0
2753,36211,1.0
2754,36212,0.0
2755,36213,0.0
2756,36214,0.0
2757,36215,0.0
2758,36216,0.0
2759,36217,1.0
2760,36218,0.0
2761,36219,0.0
2762,36220,1.0
2763,36221,0.0
2764,36222,0.0
2765,36223,0.0
2766,36224,1.0
2767,36225,0.0
2768,36226,1.0
2769,36227,0.0
2770,36228,0.0
2771,36229,1.0
2772,36230,0.0
2773,36231,0.0
2774,36232,1.0
2775,36233,0.0
2776,36234,0.0
2777,36235,1.0
2778,36236,1.0
2779,36237,0.0
2780,36238,0.0
2781,36239,0.0
2782,36240,0.0
2783,36241,1.0
2784,36242,0.0
2785,36243,0.0
2786,36244,0.0
2787,36245,1.0
2788,36246,0.0
2789,36247,1.0
2790,36248,0.0
2791,36249,0.0
2792,36250,0.0
2793,36251,0.0
2794,36252,1.0
2795,36253,0.0
2796,36254,1.0
2797,36255,0.0
2798,36256,0.0
2799,36257,0.0
2800,36258,0.0
2801,36259,1.0
2802,36260,1.0
2803,36261,0.0
2804,36262,0.0
2805,36263,0.0
2806,36264,0.0
2807,36265,1.0
2808,36266,0.0
2809,36267,0.0
2810,36268,0.0
2811,36269,0.0
2812,36270,0.0
2813,36271,0.0
2814,36272,0.0
2815,36273,1.0
2816,36274,0.0
2817,36275,0.0
2818,36276,1.0
2819,36277,0.0
2820,36278,1.0
2821,36279,0.0
2822,36280,1.0
2823,36281,0.0
2824,36282,1.0
2825,36283,0.0
2826,36284,0.0
2827,36285,1.0
2828,36286,1.0
2829,36287,0.0
2830,36288,1.0
2831,36289,1.0
2832,36290,0.0
2833,36291,1.0
2834,36292,0.0
2835,36293,0.0
2836,36294,0.0
2837,36295,0.0
2838,36296,0.0
2839,36297,0.0
2840,36298,0.0
2841,36299,0.0
2842,36300,0.0
2843,36301,0.0
2844,36302,0.0
2845,36303,0.0
2846,36304,0.0
2847,36305,0.0
2848,36306,1.0
2849,36307,1.0
2850,36308,0.0
2851,36309,0.0
2852,36310,1.0
2853,36311,0.0
2854,36312,0.0
2855,36313,0.0
2856,36314,0.0
2857,36315,0.0
2858,36316,0.0
2859,36317,0.0
2860,36318,0.0
2861,36319,1.0
2862,36320,0.0
2863,36321,0.0
2864,36322,0.0
2865,36323,0.0
2866,36324,0.0
2867,36325,0.0
2868,36326,0.0
2869,36327,0.0
2870,36328,1.0
2871,36329,1.0
2872,36330,1.0
2873,36331,1.0
2874,36332,0.0
2875,36333,1.0
2876,36334,1.0
2877,36335,0.0
2878,36336,0.0
2879,36337,0.0
2880,36338,0.0
2881,36339,0.0
2882,36340,1.0
2883,36341,0.0
2884,36342,0.0
2885,36343,0.0
2886,36344,0.0
2887,36345,0.0
2888,36346,0.0
2889,36347,0.0
2890,36348,1.0
2891,36349,0.0
2892,36350,1.0
2893,36351,1.0
2894,36352,1.0
